[CLS] 47 ##37 ##78 ##번 입니다 . [SEP]	-100 O O O O O O -100
[CLS] 너 생일 언제 ##야 [SEP]	-100 O O O O -100
[CLS] 김지 ##욱 ##이 ##었 ##습 ##니다 . [SEP]	-100 SS_NAME-B SS_NAME-I O O O O O -100
[CLS] 신한 ##카드 ##구요 , 1200 34 ##31 231 ##4 31 ##44 ##입니다 . [SEP]	-100 SS_BRAND-B SS_BRAND-I O O O O O O O O O O O -100
[CLS] 충청남도 서천 ##군 종 ##천 ##면 지 ##석 ##리 9 ##번 ##지 . [SEP]	-100 AD_METRO-B AD_CITY-B AD_CITY-I AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O -100
[CLS] 네 , 카드 ##번 ##호 재 ##확 ##인 도와 ##드리 ##겠 ##습 ##니다 . [SEP]	-100 O O O O O O O O O O O O O O -100
[CLS] 성 ##함 ##과 생년 ##월일 부탁 ##드 ##립니다 . [SEP]	-100 O O O O O O O O O -100
[CLS] 네 . 고객 ##님 . 카드 번호 확인 부탁 ##드 ##립니다 . [SEP]	-100 O O O O O O O O O O O O -100
[CLS] 네 . 예 . 불편 드려 죄송 ##합니다 . [SEP]	-100 O O O O O O O O O -100
[CLS] 이하 ##솔 , 010 56 ##64 87 ##0 ##8 ##요 . [SEP]	-100 SS_NAME-B SS_NAME-I O ID_PHONE-B ID_PHONE-I ID_PHONE-I ID_PHONE-I ID_PHONE-I ID_PHONE-I O O -100
[CLS] 마리 폰 에 ##브 ##너 에 ##셴 ##바 ##흐 [SEP]	-100 SS_NAME-B SS_NAME-I SS_NAME-I SS_NAME-I SS_NAME-I SS_NAME-I SS_NAME-I SS_NAME-I SS_NAME-I -100
[CLS] 북구 동천 ##동 부영 ##e ##그 ##린 ##타운 209 ##호 ##요 . [SEP]	-100 AD_CITY-B AD_ADDRESS-B AD_ADDRESS-I AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_DETAIL-B AD_DETAIL-I O O -100
[CLS] 91 ##세 생 ##신 ##에 ##는 함께 ##하 ##지 못 ##해 아쉬워 ##요 [SEP]	-100 SS_AGE-B SS_AGE-I O O O O O O O O O O O -100
[CLS] 성 ##함 ##과 생년 ##월일 확인 ##부 ##탁 ##드 ##립니다 . [SEP]	-100 O O O O O O O O O O O -100
[CLS] 배송 받 ##으 ##신 주소 ##가 서울 양천구 목동 ##로 월 ##평 ##2 ##길 이하 주소 말씀 부탁 드립니다 . [SEP]	-100 O O O O O O AD_METRO-B AD_CITY-B AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O O O O O O -100
[CLS] 몸무게 5 . 9 [SEP]	-100 O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I -100
[CLS] 천성 ##윤 ##고 ##객 ##님 맞 ##으 ##신 ##가요 ? [SEP]	-100 SS_NAME-B SS_NAME-I O O O O O O O O -100
